Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,isol_growth_condt,STRAIN,num_replicons,ref_biomaterial,host_subject_id,Source_material_ID,Cultivar,Ecotype,isolate
SRR9206035,WGS,271,800303041,PRJNA544527,SAMN11846188,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",357064809,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-12-03,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977121,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0001_0092_f7,PAIRED,RANDOM,GENOMIC,Alistipes onderdonkii,ILLUMINA,2019-07-31T00:00:00Z,am_0001_0092_f7,SRP200548,missing,BIOML-A44,missing,missing,,,,,
SRR9206036,WGS,270,870641211,PRJNA544527,SAMN11846189,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",385955145,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-12-03,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977120,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0001_0092_f9,PAIRED,RANDOM,GENOMIC,Alistipes onderdonkii,ILLUMINA,2019-07-31T00:00:00Z,am_0001_0092_f9,SRP200548,missing,BIOML-A45,missing,missing,,,,,
SRR9206037,WGS,272,947335580,PRJNA544527,SAMN11846126,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",410362150,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-07-04,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977119,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,aa_0143_0061_h3-BIS,PAIRED,RANDOM,GENOMIC,Akkermansia sp. BIOML-A52,ILLUMINA,2019-07-31T00:00:00Z,aa_0143_0061_h3-BIS,SRP200548,missing,BIOML-A52,missing,missing,,,,,
SRR9206038,WGS,279,292561245,PRJNA544527,SAMN11846127,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",125058246,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-07-04,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977118,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,aa_0143_0061_h3,PAIRED,RANDOM,GENOMIC,Akkermansia sp. BIOML-A53,ILLUMINA,2019-07-31T00:00:00Z,aa_0143_0061_h3,SRP200548,missing,BIOML-A53,missing,missing,,,,,
SRR9206039,WGS,274,388048477,PRJNA544527,SAMN11846184,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",173580059,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-12-03,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977117,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0001_0092_f12,PAIRED,RANDOM,GENOMIC,Alistipes onderdonkii,ILLUMINA,2019-07-31T00:00:00Z,am_0001_0092_f12,SRP200548,missing,BIOML-A40,missing,missing,,,,,
SRR9206040,WGS,273,686813431,PRJNA544527,SAMN11846185,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",305884669,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-12-03,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977116,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0001_0092_f2,PAIRED,RANDOM,GENOMIC,Alistipes onderdonkii,ILLUMINA,2019-07-31T00:00:00Z,am_0001_0092_f2,SRP200548,missing,BIOML-A41,missing,missing,,,,,
SRR9206041,WGS,276,424661739,PRJNA544527,SAMN11846186,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",191073548,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-12-03,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977115,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0001_0092_f3,PAIRED,RANDOM,GENOMIC,Alistipes onderdonkii,ILLUMINA,2019-07-31T00:00:00Z,am_0001_0092_f3,SRP200548,missing,BIOML-A42,missing,missing,,,,,
SRR9206042,WGS,275,719644778,PRJNA544527,SAMN11846187,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",321628778,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-12-03,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977114,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0001_0092_f5,PAIRED,RANDOM,GENOMIC,Alistipes onderdonkii,ILLUMINA,2019-07-31T00:00:00Z,am_0001_0092_f5,SRP200548,missing,BIOML-A43,missing,missing,,,,,
SRR9206043,WGS,266,848406793,PRJNA544527,SAMN11846180,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",385170356,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-12-03,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977113,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0001_0092_e5,PAIRED,RANDOM,GENOMIC,Alistipes onderdonkii,ILLUMINA,2019-07-31T00:00:00Z,am_0001_0092_e5,SRP200548,missing,BIOML-A36,missing,missing,,,,,
SRR9206044,WGS,262,739095795,PRJNA544527,SAMN11846181,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",330636892,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-12-03,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977112,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0001_0092_e7,PAIRED,RANDOM,GENOMIC,Alistipes onderdonkii,ILLUMINA,2019-07-31T00:00:00Z,am_0001_0092_e7,SRP200548,missing,BIOML-A37,missing,missing,,,,,
SRR9206045,WGS,251,565324042,PRJNA544527,SAMN11846182,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",272843454,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-12-03,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977111,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0001_0092_e8,PAIRED,RANDOM,GENOMIC,Alistipes onderdonkii,ILLUMINA,2019-07-31T00:00:00Z,am_0001_0092_e8,SRP200548,missing,BIOML-A38,missing,missing,,,,,
SRR9206046,WGS,275,398101081,PRJNA544527,SAMN11846183,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",178132307,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-12-03,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977110,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0001_0092_f11,PAIRED,RANDOM,GENOMIC,Alistipes onderdonkii,ILLUMINA,2019-07-31T00:00:00Z,am_0001_0092_f11,SRP200548,missing,BIOML-A39,missing,missing,,,,,
SRR9206047,WGS,282,884739451,PRJNA544527,SAMN11846898,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",362570689,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-04-01,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977109,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0061_d5-BIS,PAIRED,RANDOM,GENOMIC,Bacteroides thetaiotaomicron,ILLUMINA,2019-07-31T00:00:00Z,af_0058_0061_d5-BIS,SRP200548,missing,BIOML-A35,missing,missing,,,,,
SRR9206048,WGS,273,232397769,PRJNA544527,SAMN11846478,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",106876674,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-19,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977108,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bq_0049_0072_g3,PAIRED,RANDOM,GENOMIC,Phocaeicola dorei,ILLUMINA,2019-07-31T00:00:00Z,bq_0049_0072_g3,SRP200548,missing,BIOML-A23,missing,missing,,,,,
SRR9206049,WGS,276,261531051,PRJNA544527,SAMN11846671,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",115213604,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-12-09,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977107,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0006_0094_h7,PAIRED,RANDOM,GENOMIC,Bacteroides ovatus,ILLUMINA,2019-07-31T00:00:00Z,am_0006_0094_h7,SRP200548,missing,BIOML-A54,missing,missing,,,,,
SRR9206050,WGS,273,195016302,PRJNA544527,SAMN11846479,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",90075006,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-19,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977106,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bq_0049_0072_g4,PAIRED,RANDOM,GENOMIC,Phocaeicola dorei,ILLUMINA,2019-07-31T00:00:00Z,bq_0049_0072_g4,SRP200548,missing,BIOML-A24,missing,missing,,,,,
SRR9206051,WGS,281,457623417,PRJNA544527,SAMN11846796,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",197538558,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-02-19,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977105,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,cx_0004_0086_f10,PAIRED,RANDOM,GENOMIC,Bacteroides ovatus,ILLUMINA,2019-07-31T00:00:00Z,cx_0004_0086_f10,SRP200548,missing,BIOML-A179,missing,missing,,,,,
SRR9206052,WGS,260,1659154445,PRJNA544527,SAMN11846038,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",752182174,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-11,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977104,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0171_0071_b10,PAIRED,RANDOM,GENOMIC,Akkermansia muciniphila,ILLUMINA,2019-07-31T00:00:00Z,am_0171_0071_b10,SRP200548,missing,BIOML-A9,missing,missing,,,,,
SRR9206053,WGS,265,954269462,PRJNA544527,SAMN11846039,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",432972034,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-11,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977103,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0171_0071_c12,PAIRED,RANDOM,GENOMIC,Akkermansia muciniphila,ILLUMINA,2019-07-31T00:00:00Z,am_0171_0071_c12,SRP200548,missing,BIOML-A10,missing,missing,,,,,
SRR9206054,WGS,258,987007720,PRJNA544527,SAMN11846034,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",434065152,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-12-18,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977102,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0014_0091_c7,PAIRED,RANDOM,GENOMIC,Akkermansia muciniphila,ILLUMINA,2019-07-31T00:00:00Z,am_0014_0091_c7,SRP200548,missing,BIOML-A5,missing,missing,,,,,
SRR9206055,WGS,263,804230701,PRJNA544527,SAMN11846035,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",356106520,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-12-18,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977101,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0014_0091_e9,PAIRED,RANDOM,GENOMIC,Akkermansia muciniphila,ILLUMINA,2019-07-31T00:00:00Z,am_0014_0091_e9,SRP200548,missing,BIOML-A6,missing,missing,,,,,
SRR9206056,WGS,274,923238440,PRJNA544527,SAMN11846036,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",387145723,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-11,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977100,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0171_0066_c8,PAIRED,RANDOM,GENOMIC,Akkermansia muciniphila,ILLUMINA,2019-07-31T00:00:00Z,am_0171_0066_c8,SRP200548,missing,BIOML-A7,missing,missing,,,,,
SRR9206057,WGS,275,1447619232,PRJNA544527,SAMN11846037,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",611625116,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-11,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977099,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0171_0066_e8,PAIRED,RANDOM,GENOMIC,Akkermansia muciniphila,ILLUMINA,2019-07-31T00:00:00Z,am_0171_0066_e8,SRP200548,missing,BIOML-A8,missing,missing,,,,,
SRR9206058,WGS,269,59596688,PRJNA544527,SAMN11846030,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",28069441,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-12-18,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977098,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0014_0091_a10,PAIRED,RANDOM,GENOMIC,Akkermansia muciniphila,ILLUMINA,2019-07-31T00:00:00Z,am_0014_0091_a10,SRP200548,missing,BIOML-A1,missing,missing,,,,,
SRR9206059,WGS,264,195267359,PRJNA544527,SAMN11846031,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",93187276,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-12-18,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977097,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0014_0091_a12,PAIRED,RANDOM,GENOMIC,Akkermansia muciniphila,ILLUMINA,2019-07-31T00:00:00Z,am_0014_0091_a12,SRP200548,missing,BIOML-A2,missing,missing,,,,,
SRR9206060,WGS,271,838116976,PRJNA544527,SAMN11846032,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",372174251,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-12-18,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977096,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0014_0091_b12,PAIRED,RANDOM,GENOMIC,Akkermansia muciniphila,ILLUMINA,2019-07-31T00:00:00Z,am_0014_0091_b12,SRP200548,missing,BIOML-A3,missing,missing,,,,,
SRR9206061,WGS,271,792371987,PRJNA544527,SAMN11846033,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",352733942,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-12-18,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977095,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0014_0091_b8,PAIRED,RANDOM,GENOMIC,Akkermansia muciniphila,ILLUMINA,2019-07-31T00:00:00Z,am_0014_0091_b8,SRP200548,missing,BIOML-A4,missing,missing,,,,,
SRR9206062,WGS,272,405171441,PRJNA544527,SAMN11846474,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",183953880,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-19,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977094,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bq_0049_0072_e5,PAIRED,RANDOM,GENOMIC,Phocaeicola dorei,ILLUMINA,2019-07-31T00:00:00Z,bq_0049_0072_e5,SRP200548,missing,BIOML-A19,missing,missing,,,,,
SRR9206063,WGS,251,281808974,PRJNA544527,SAMN11846548,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",118441958,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-11,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977093,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0171_0057_d12,PAIRED,RANDOM,GENOMIC,Bacteroides fragilis,ILLUMINA,2019-07-31T00:00:00Z,am_0171_0057_d12,SRP200548,missing,BIOML-A48,missing,missing,,,,,
SRR9206064,WGS,247,470589728,PRJNA544527,SAMN11846549,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",196932126,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-11,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977092,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0171_0057_d8,PAIRED,RANDOM,GENOMIC,Bacteroides fragilis,ILLUMINA,2019-07-31T00:00:00Z,am_0171_0057_d8,SRP200548,missing,BIOML-A49,missing,missing,,,,,
SRR9206065,WGS,253,187697258,PRJNA544527,SAMN11846544,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",77977455,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-11,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977091,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0171_0057_c8,PAIRED,RANDOM,GENOMIC,Bacteroides fragilis,ILLUMINA,2019-07-31T00:00:00Z,am_0171_0057_c8,SRP200548,missing,BIOML-A44,missing,missing,,,,,
SRR9206066,WGS,253,593556713,PRJNA544527,SAMN11846545,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",247140725,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-11,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977090,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0171_0057_c9,PAIRED,RANDOM,GENOMIC,Bacteroides fragilis,ILLUMINA,2019-07-31T00:00:00Z,am_0171_0057_c9,SRP200548,missing,BIOML-A45,missing,missing,,,,,
SRR9206067,WGS,249,429295937,PRJNA544527,SAMN11846546,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",181792893,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-11,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977089,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0171_0057_d10,PAIRED,RANDOM,GENOMIC,Bacteroides fragilis,ILLUMINA,2019-07-31T00:00:00Z,am_0171_0057_d10,SRP200548,missing,BIOML-A46,missing,missing,,,,,
SRR9206068,WGS,253,654759488,PRJNA544527,SAMN11846547,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",274160301,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-11,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977088,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0171_0057_d11,PAIRED,RANDOM,GENOMIC,Bacteroides fragilis,ILLUMINA,2019-07-31T00:00:00Z,am_0171_0057_d11,SRP200548,missing,BIOML-A47,missing,missing,,,,,
SRR9206069,WGS,251,670940333,PRJNA544527,SAMN11846540,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",277429595,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-11,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977087,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0171_0057_b8,PAIRED,RANDOM,GENOMIC,Bacteroides fragilis,ILLUMINA,2019-07-31T00:00:00Z,am_0171_0057_b8,SRP200548,missing,BIOML-A40,missing,missing,,,,,
SRR9206070,WGS,251,452123475,PRJNA544527,SAMN11846541,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",187495771,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-11,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977086,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0171_0057_b9,PAIRED,RANDOM,GENOMIC,Bacteroides fragilis,ILLUMINA,2019-07-31T00:00:00Z,am_0171_0057_b9,SRP200548,missing,BIOML-A41,missing,missing,,,,,
SRR9206071,WGS,253,418435706,PRJNA544527,SAMN11846542,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",173092039,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-11,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977085,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0171_0057_c11,PAIRED,RANDOM,GENOMIC,Bacteroides fragilis,ILLUMINA,2019-07-31T00:00:00Z,am_0171_0057_c11,SRP200548,missing,BIOML-A42,missing,missing,,,,,
SRR9206072,WGS,254,375554340,PRJNA544527,SAMN11846543,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",156342064,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-11,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977084,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0171_0057_c12,PAIRED,RANDOM,GENOMIC,Bacteroides fragilis,ILLUMINA,2019-07-31T00:00:00Z,am_0171_0057_c12,SRP200548,missing,BIOML-A43,missing,missing,,,,,
SRR9206073,WGS,256,982932483,PRJNA544527,SAMN11846470,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",435190098,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-19,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5977083,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bq_0049_0072_d1,PAIRED,RANDOM,GENOMIC,Phocaeicola dorei,ILLUMINA,2019-07-31T00:00:00Z,bq_0049_0072_d1,SRP200548,missing,BIOML-A15,missing,missing,,,,,
